SOR,DTA,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25
847,26/12/2012,1,,1,,1,1,1,,1,1,1,,1,1,,,1,1,,1,1,,,,1
848,28/12/2012,,1,1,,1,,,1,1,,,,1,1,,1,1,1,1,,1,,1,1,1
849,31/12/2012,1,,,1,1,,,,,1,,1,1,1,1,1,1,1,,1,,,1,1,1
850,02/01/2013,,1,1,,1,,1,1,,1,,,1,1,,,,1,1,1,1,1,1,1,
851,04/01/2013,1,,,1,1,1,1,,,1,,,1,1,1,,1,1,1,1,,1,,1,
852,07/01/2013,1,1,1,1,1,,,1,,,1,1,,,,1,,1,,1,1,,1,1,1
853,09/01/2013,,1,1,,1,1,,1,1,,1,1,,,,,1,1,1,1,1,1,1,,
854,11/01/2013,1,1,1,,1,,,1,1,1,,,1,1,1,,1,1,,1,1,1,,,
855,14/01/2013,1,,1,1,,,,1,1,1,1,,1,1,1,,1,1,,,,,1,1,1
856,16/01/2013,,1,1,,,,1,1,1,,1,1,1,,1,1,,,1,1,,1,1,,1
857,18/01/2013,1,,1,1,,1,,1,,,1,,1,1,1,1,,1,1,1,1,,,1,
858,21/01/2013,1,,1,1,1,1,,1,1,,1,1,,,,,1,,1,1,,1,1,,1
859,23/01/2013,1,1,1,1,1,1,,,1,1,1,,1,1,,,1,1,1,1,,,,,
860,25/01/2013,,,1,1,1,1,1,,1,1,,,1,1,1,1,,,1,,,1,,1,1
861,28/01/2013,1,1,1,1,,1,1,,1,1,1,,,1,1,,1,,1,,,1,1,,
862,30/01/2013,1,1,1,1,1,,,,,1,,,1,1,1,,1,1,1,1,,,1,1,
863,01/02/2013,1,,1,1,,,1,1,,,,,1,,1,1,1,1,1,,,1,1,1,1
864,04/02/2013,,,1,,,1,,1,,1,,1,1,,1,1,1,1,1,,1,1,1,1,
865,06/02/2013,1,,1,1,1,1,1,,,1,,,1,,,,,1,1,1,1,1,1,,1
866,08/02/2013,1,1,1,,1,,1,1,1,1,1,,1,1,,,,1,,1,,,1,1,
867,13/02/2013,,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,1,1,,,1
868,15/02/2013,1,1,1,,,,,1,1,1,,1,1,1,,1,1,,1,,1,1,,1,
869,18/02/2013,1,,1,,,1,,,1,1,1,1,,1,,,,1,,1,1,1,1,1,1
870,20/02/2013,1,1,,1,1,1,1,1,,1,,1,1,1,,1,1,1,,,,,1,,
871,22/02/2013,,1,,1,,1,,1,1,1,,1,1,1,1,,1,,1,,,1,1,1,
872,25/02/2013,1,1,,1,1,1,1,,1,1,,1,1,1,,,1,1,,,,1,1,,
873,27/02/2013,,1,1,,,1,1,1,1,,1,1,1,1,1,,1,1,,,,1,,,1
874,01/03/2013,1,1,,1,1,1,1,1,1,1,,,,,,1,,,1,1,1,,1,,1
875,04/03/2013,,1,,1,,1,,1,1,1,,1,1,,1,,,1,,,1,1,1,1,1
876,06/03/2013,,,1,,1,1,1,,1,,,1,1,1,,1,,1,,1,1,,1,1,1
877,08/03/2013,,,1,,,,1,1,1,1,1,,1,1,1,1,,1,1,,1,,1,,1
878,11/03/2013,1,1,1,,1,1,1,,,1,,1,1,1,,1,,,1,,,1,1,,1
879,13/03/2013,,1,1,1,,,1,,1,1,,1,1,,1,1,,1,,,1,1,,1,1
880,15/03/2013,,1,,,1,1,1,1,,1,,,,1,,1,,1,1,,1,1,1,1,1
881,18/03/2013,1,,1,1,1,1,1,1,1,,,,,,1,1,,,1,1,1,1,1,,
882,20/03/2013,1,1,,,,,1,1,,1,1,1,1,1,,,1,1,1,,,1,,1,1
883,22/03/2013,,,1,,1,1,1,1,1,1,,1,,,,1,1,1,1,,1,1,,,1
884,25/03/2013,1,,,1,,,1,1,1,1,,1,1,,1,,1,1,1,1,1,,,,1
885,27/03/2013,,1,,,1,,1,1,1,,1,1,,,1,1,1,1,1,,,1,1,1,
886,30/03/2013,1,,1,1,,,1,1,,1,1,1,1,,1,1,1,,,1,1,,1,,
887,01/04/2013,1,,,,,1,,1,,1,1,1,,,1,,1,1,1,1,1,,1,1,1
888,03/04/2013,1,,1,,,1,,,,,1,1,1,1,,1,1,1,1,1,1,1,,1,
889,05/04/2013,,1,,1,1,1,1,,1,,1,1,1,,,1,,1,1,,1,1,,,1
890,08/04/2013,1,1,1,1,1,1,1,1,,,1,,,,,1,1,1,1,,,,1,1,
891,10/04/2013,1,,,,1,1,1,1,,,,1,,1,1,1,1,,1,,1,,1,1,1
892,12/04/2013,1,1,1,,1,1,,,,1,,,1,1,,1,1,,1,1,1,1,,1,
893,15/04/2013,1,1,1,1,1,1,,1,1,,1,,,,1,1,,,,1,,1,1,1,
894,17/04/2013,1,1,,,1,1,,,1,,,1,1,1,1,,,1,1,,1,1,,1,1
895,19/04/2013,,1,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,,1,,,,1
896,22/04/2013,1,1,1,1,,1,1,1,,,,1,1,,1,,1,1,1,1,,,1,,
897,24/04/2013,1,1,,,1,,1,1,1,1,1,,1,1,,1,1,1,,,1,,1,,
898,26/04/2013,1,,,1,,1,,1,1,1,1,1,1,1,,,,1,,1,1,,,1,1
899,29/04/2013,1,,,1,,,1,,1,1,,1,,1,1,1,1,1,,1,1,,1,,1
900,03/05/2013,1,1,,,,1,1,1,,1,1,1,1,,1,,,1,,1,,1,,1,1
901,06/05/2013,1,1,,1,,1,1,,,1,,1,1,1,,1,,1,,,,1,1,1,1
902,08/05/2013,1,1,1,1,1,1,,1,1,,1,,,,,,1,,,1,1,,1,1,1
903,10/05/2013,1,1,1,1,1,1,,1,,1,1,,1,,1,1,,1,,1,,1,,,
904,13/05/2013,1,,,,1,1,1,,1,1,,1,1,,,1,1,1,1,1,,1,,1,
905,15/05/2013,1,,,1,,1,,1,,1,1,1,1,1,,1,1,,,1,1,1,1,,
906,17/05/2013,1,1,1,,1,1,1,1,1,1,,1,,,,,1,1,,,1,1,,1,
907,20/05/2013,,1,1,1,1,,1,1,,1,,,1,1,1,1,,,,1,1,1,1,,
908,22/05/2013,1,1,,1,,1,1,,1,1,,1,1,,1,,1,1,,,,,1,1,1
909,24/05/2013,1,1,1,,1,1,1,1,,1,1,1,1,,,,,1,,1,1,1,,,
910,27/05/2013,,,1,1,1,1,,1,1,,1,,1,,,1,1,1,1,1,,,,1,1
911,29/05/2013,1,1,1,,1,1,,1,,,1,,1,,1,,1,,,,1,1,1,1,1
912,31/05/2013,,1,1,1,,,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,,
913,03/06/2013,,,1,1,1,1,,,,1,,1,1,,1,,1,1,1,1,,1,,1,1
914,05/06/2013,1,,1,1,1,1,,,,1,1,1,,,1,,1,1,,1,,1,1,1,
915,07/06/2013,1,1,,1,1,1,,1,,1,1,,1,,,,,1,,1,,1,1,1,1
916,10/06/2013,1,1,1,1,1,1,1,,,,1,,1,1,,,1,1,1,,,,1,1,
917,12/06/2013,1,1,1,1,1,1,,,,,1,,1,1,,,1,,1,1,1,1,,1,
918,14/06/2013,1,1,1,1,,1,,1,1,,,,1,1,1,1,1,,,,1,1,1,,
919,17/06/2013,1,1,1,1,1,,1,,1,1,1,,1,1,,,1,,1,,1,1,,,
920,19/06/2013,1,1,1,1,1,1,,,,1,,1,1,,1,1,,,1,1,,1,1,,
921,21/06/2013,1,1,1,1,,,1,,1,,,1,,,1,1,1,1,1,,1,,,1,1
922,24/06/2013,,1,,1,1,1,,1,1,,,1,,,1,1,1,,,1,1,1,1,1,
923,26/06/2013,1,,1,1,1,1,1,,,1,,1,,1,1,,,,1,1,,1,,1,1
924,28/06/2013,1,1,,,,1,1,1,1,1,,1,,1,,1,1,1,1,1,,,,1,
925,01/07/2013,1,,1,1,,1,1,,1,,,1,1,1,1,1,,,,,,1,1,1,1
926,03/07/2013,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,,,1,
927,05/07/2013,,1,1,,1,1,,,1,,1,,1,1,,1,1,,,1,1,1,1,,1
928,08/07/2013,1,,,1,,1,,1,1,1,1,1,,1,1,,1,,1,,,,1,1,1
929,10/07/2013,1,1,,1,1,,1,1,1,1,1,,,1,,,,1,,1,1,,1,,1
930,12/07/2013,,1,1,,1,1,,,1,,1,1,,1,1,1,,,,1,,1,1,1,1
931,15/07/2013,,1,1,,1,1,,1,,1,1,1,,1,,1,,,1,1,,1,,1,1
932,17/07/2013,1,,,1,1,,,1,,,,1,1,1,1,1,,1,,1,1,1,1,,1
933,19/07/2013,,1,1,1,1,1,1,,,1,1,,,1,1,1,1,,1,,,,1,1,
934,22/07/2013,,1,1,1,,,,1,1,1,1,,,1,,,,,1,1,1,1,1,1,1
935,24/07/2013,1,1,1,1,1,1,1,,1,1,,1,,1,,,,1,1,,,1,1,,
936,26/07/2013,1,1,1,1,,1,1,1,,,,,1,,1,,1,1,1,1,,,1,,1
937,29/07/2013,1,1,,,,1,,,1,1,1,1,1,1,,1,,,1,1,,,1,1,1
938,31/07/2013,,1,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,1,,,,,1
939,02/08/2013,1,,,1,1,1,1,,1,1,1,,,,1,1,,1,1,1,1,,,,1
940,05/08/2013,,1,1,1,,1,1,,1,,,,1,1,,1,1,1,1,1,,,,1,1
941,07/08/2013,1,1,1,1,1,,1,1,1,1,1,,,,1,1,,1,,,,,1,,1
942,09/08/2013,1,,1,1,1,1,1,,,,1,1,1,,,,,1,1,1,1,1,,1,
943,12/08/2013,,,1,1,1,1,,,1,1,,1,1,1,1,,1,1,,,1,1,1,,
944,14/08/2013,1,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,,1,,,1,1
945,16/08/2013,,1,1,1,1,1,,,1,,1,,1,,,,,1,1,1,1,,1,1,1
946,19/08/2013,1,,,,,,1,1,1,1,,,,1,,1,1,1,1,1,1,1,,1,1
947,21/08/2013,1,1,1,,1,,1,,1,1,1,1,,,1,1,,1,,1,,1,,1,
948,23/08/2013,1,1,,,1,1,,1,1,,1,,1,,,1,1,1,1,,1,1,,1,
949,26/08/2013,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,1,,
950,28/08/2013,,1,,1,1,,1,1,1,,,1,1,1,,,1,1,1,1,1,,,,1
951,30/08/2013,,,1,,,,1,1,1,1,,,1,1,1,,1,,1,1,1,1,1,,1
952,07/09/2013,1,,1,1,,1,,1,,,1,1,,1,,,1,1,1,,1,1,1,,1
953,09/09/2013,1,1,,,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,,,1,
954,11/09/2013,,,1,,1,1,,1,,1,1,1,1,1,,1,,1,,1,,,1,1,1
955,13/09/2013,1,1,,1,1,,1,,1,1,1,1,1,1,,1,,1,,,1,,,1,
956,16/09/2013,,1,1,1,1,1,,1,,,1,1,1,,,1,1,1,1,,1,1,,,
957,18/09/2013,1,,1,1,1,1,1,1,,,,,1,,1,1,,,,,1,1,1,1,1
958,20/09/2013,1,,,1,1,1,,,1,,,1,1,1,,1,1,,1,1,1,1,,1,
959,23/09/2013,,1,,,1,1,,,1,,1,1,,1,,1,,,1,1,1,1,1,1,1
960,25/09/2013,1,1,1,1,,1,1,,,1,,1,,1,,1,1,1,,1,1,,,1,
961,27/09/2013,1,1,1,1,1,,1,,1,,1,1,,,1,,,1,,1,1,1,,,1
962,30/09/2013,1,,,1,,1,,1,1,,1,,1,1,1,,1,,,1,1,1,1,,1
963,02/10/2013,,,1,1,,1,1,,1,1,1,,,1,1,1,1,1,1,,,,1,1,
964,04/10/2013,1,1,1,1,,,1,,1,1,1,,,,1,,1,1,1,1,1,,1,,
965,07/10/2013,,,1,1,,,,1,1,1,1,,1,1,1,1,,1,1,,1,1,,1,
966,09/10/2013,,1,1,1,1,1,1,1,,1,1,1,,,,,1,,1,,1,1,,,1
967,11/10/2013,,1,1,1,,1,,1,1,1,1,,,,,1,1,,,1,1,1,1,,1
968,14/10/2013,,1,1,1,1,,1,,1,,1,,1,1,,1,,1,1,1,1,,,,1
969,16/10/2013,1,,1,1,1,,,,1,1,1,1,,,,1,1,1,1,1,,1,,1,
970,18/10/2013,1,,1,,,1,,1,1,1,,1,,,1,,1,1,1,1,1,,1,1,
971,21/10/2013,,,1,1,1,1,1,,1,1,1,,,,,,,1,,1,1,1,1,1,1
972,23/10/2013,1,,1,,,1,,1,,,1,,1,1,1,1,,,,1,1,1,1,1,1
973,25/10/2013,1,1,1,,1,1,,1,,,1,,,1,1,,,1,,1,1,1,,1,1
974,28/10/2013,1,,,1,,1,1,1,1,1,,1,,1,1,,1,,1,,1,1,,1,
975,30/10/2013,1,1,,1,,1,1,,,1,1,1,1,1,,1,1,,1,1,,,,1,
976,01/11/2013,1,1,1,1,,1,1,,,1,1,,1,1,,,,,1,,1,,1,1,1
977,04/11/2013,1,1,,,,1,1,1,,1,1,,1,1,,,1,1,,1,,1,1,1,
978,06/11/2013,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,,,,,,1
979,08/11/2013,,1,,,1,1,1,1,1,1,,,,1,,1,,,1,,1,1,1,1,1
980,11/11/2013,1,1,,,,1,1,1,1,1,1,1,1,,,,1,,,1,1,1,,1,
981,13/11/2013,1,1,1,1,,1,,1,1,,,1,,,,1,,1,1,,1,1,,1,1
982,16/11/2013,1,,1,1,1,1,1,,1,,,,1,1,,,1,1,,1,1,,1,1,
983,18/11/2013,,1,,1,1,1,1,1,,1,1,,,1,1,1,,1,1,,1,,,,1
984,20/11/2013,,1,,1,,,,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,1
985,22/11/2013,,,1,1,,1,1,,1,,,1,1,1,,,1,1,,,1,1,1,1,1
986,25/11/2013,1,1,,,1,,1,,,,1,,1,1,1,1,,1,,1,1,1,1,1,
987,27/11/2013,,1,,1,1,1,1,,1,,1,1,1,,1,,,1,1,1,,1,1,,
988,29/11/2013,1,,1,,1,,1,,1,,1,1,1,,1,1,1,,1,1,,,,1,1
989,02/12/2013,,,1,1,,1,,1,1,1,,,1,1,1,,1,1,1,,,1,1,1,
990,04/12/2013,1,,,,1,1,1,1,,1,1,1,1,,1,1,,,1,1,,1,,1,
991,06/12/2013,1,1,,,1,1,1,,1,,,1,,1,1,,1,1,,,1,1,,1,1
992,09/12/2013,1,,1,1,1,,1,1,1,1,1,,1,,1,,1,,1,1,,,,1,
993,11/12/2013,,1,,1,1,,1,,1,1,,1,,1,,,1,,,1,1,1,1,1,1
994,13/12/2013,,,1,,1,,1,1,1,,1,1,1,1,1,1,,1,,,,1,1,,1
995,16/12/2013,1,1,1,1,,,1,1,1,,,1,1,1,,,1,,,1,,1,1,1,
996,18/12/2013,,1,1,1,,1,1,,1,,,,1,,,1,1,1,,1,1,,1,1,1
997,20/12/2013,,1,,1,1,,1,,1,1,,1,,,1,1,1,1,1,,,1,1,1,
998,23/12/2013,1,1,1,1,1,,,,1,,1,1,,1,,,1,,1,1,1,1,1,,
999,27/12/2013,1,1,,,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,,1,
1000,30/12/2013,,1,1,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,,1,,,
1001,03/01/2014,,,,,1,1,1,1,,1,1,1,1,1,,,1,,1,1,1,,1,,1
1002,06/01/2014,,,1,1,,,,1,,1,,1,1,1,1,1,1,1,,1,1,1,,1,
1003,09/01/2014,1,1,1,,,1,,1,,1,,1,,1,,1,1,,1,1,1,,1,,1
1004,10/01/2014,1,1,1,,,1,,,,1,,1,,1,1,,,1,1,1,1,1,,1,1
1005,13/01/2014,1,,,,1,,1,,1,1,,1,,1,1,1,,1,1,1,1,1,,1,
1006,15/01/2014,1,,1,1,1,1,1,,1,,,,1,1,1,1,,,,1,,1,1,1,
1007,17/01/2014,1,1,1,,,1,1,,1,1,1,1,,,,,,1,,1,,1,1,1,1
1008,20/01/2014,1,,1,,,1,1,1,1,1,,1,1,,,1,1,1,1,,1,1,,,
1009,22/01/2014,,1,,1,,1,,,1,1,1,1,,1,1,,1,1,1,1,,1,,1,
1010,24/01/2014,1,1,,1,,1,,1,,1,1,,1,1,1,1,,,1,,1,1,1,,
1011,27/01/2014,1,,1,1,1,,1,,1,1,,,1,,1,,1,1,1,,,,1,1,1
1012,29/01/2014,1,1,,,,,1,,1,,1,1,,1,1,1,1,1,,,1,1,,1,1
1013,31/01/2014,1,1,1,1,1,,1,,,1,1,,1,,,,1,1,1,1,1,,1,,
1014,03/02/2014,1,1,,,,,,1,1,1,,1,1,1,,,1,1,,1,,1,1,1,1
1015,05/02/2014,1,1,1,,1,1,1,1,,,,,1,,1,1,1,1,,1,1,,1,,
1016,07/02/2014,1,1,1,,1,1,,,,,1,1,,1,1,1,,,1,1,1,,1,,1
1017,10/02/2014,1,1,1,1,,,,1,1,1,1,1,,,1,1,1,,1,,1,,1,,
1018,12/02/2014,,1,,1,1,,1,1,,1,1,1,,1,,1,1,1,1,,,1,,1,
1019,14/02/2014,1,1,1,1,1,,1,1,,1,,1,,,,,1,1,,1,1,1,1,,
1020,17/02/2014,,1,1,,1,,1,,1,,1,1,1,,1,1,,1,1,1,1,,,1,
1021,19/02/2014,1,,,,1,1,,,1,1,,,1,1,1,1,,1,1,1,1,1,1,,
1022,21/02/2014,1,,1,1,1,,1,1,1,1,,,,1,,1,,1,,,1,1,,1,1
1023,24/02/2014,1,1,1,,,1,1,1,1,,1,,1,1,,1,,1,,,1,1,1,,
1024,26/02/2014,1,1,,1,,,1,,1,1,1,1,1,1,,,1,,,1,1,1,1,,
1025,28/02/2014,1,1,,,,,1,,1,,1,,1,1,1,1,1,1,1,,,1,1,,1
1026,05/03/2014,1,,,,1,1,1,,,,1,1,,1,1,1,,1,1,1,1,,1,1,
1027,07/03/2014,1,,1,,1,1,,1,1,1,,1,,1,1,1,,,1,,1,,1,,1
1028,10/03/2014,,,,1,1,1,1,1,1,1,1,,,,,1,1,,1,1,,,1,1,1
1029,12/03/2014,1,1,1,,,1,,1,,,1,,1,1,,,1,1,1,,,1,1,1,1
1030,14/03/2014,1,1,1,1,,,,1,1,1,1,,,,1,1,1,1,1,1,,,1,,
1031,17/03/2014,1,1,,1,1,1,,,1,,1,1,,1,1,,1,,1,1,,1,,1,
1032,19/03/2014,1,1,1,1,,1,,1,,1,1,,1,1,,1,1,1,,1,,,1,,
1033,21/03/2014,,,1,1,,1,1,1,,,,1,1,1,,1,1,1,,,1,1,1,1,
1034,24/03/2014,,1,1,1,,1,,1,,1,,1,1,1,,,1,1,1,1,1,,1,,
1035,26/03/2014,,,,1,,1,1,,1,,,1,1,1,1,,,1,1,1,1,1,1,,1
1036,28/03/2014,,,,1,1,,1,,1,1,1,1,,1,,,1,1,1,1,1,1,,1,
1037,31/03/2014,1,,,,1,1,,,1,1,1,1,,,1,,1,1,,1,1,,1,1,1
1038,02/04/2014,,1,,,,1,1,1,1,1,,,1,,,1,1,1,1,1,1,,,1,1
1039,04/04/2014,1,1,1,,,,,1,1,,,1,1,1,1,,,1,1,1,1,1,,1,
1040,07/04/2014,1,1,,1,,1,,1,1,1,,1,1,,,1,,,,1,1,1,1,,1
1041,09/04/2014,1,,1,,1,,1,,,1,,1,1,,1,,1,,1,1,1,,1,1,1
1042,11/04/2014,1,,1,,,1,1,1,1,1,1,,,1,1,1,,,1,,1,1,,1,
1043,14/04/2014,1,1,,,,1,1,1,1,1,1,1,,1,,,1,1,1,,,,,1,1
1044,16/04/2014,,1,,1,1,1,1,1,,1,1,1,,,1,,1,,,1,,,1,1,1
1045,19/04/2014,,1,1,,1,1,,,1,,1,,,,1,1,1,,,1,1,1,1,1,1
1046,23/04/2014,,,1,1,1,,1,1,,,1,1,1,1,,,,1,,1,1,1,1,,1
1047,25/04/2014,,,,1,,,1,1,1,1,1,1,,,1,1,1,,,1,1,1,,1,1
1048,28/04/2014,1,1,1,,1,1,1,,1,1,,,,,1,1,1,1,,1,1,,,,1
1049,30/04/2014,,1,,1,1,,,,1,,,1,,1,,1,1,1,1,1,1,1,1,,1
1050,02/05/2014,1,,,1,,1,1,,,1,,1,1,,1,1,1,,1,,1,1,,1,1
1051,05/05/2014,,1,1,1,,,1,1,,1,1,,1,1,,1,,1,,1,1,,1,,1
1052,07/05/2014,1,,1,1,1,1,,1,,1,1,,,,,1,1,1,,1,1,,1,1,
1053,09/05/2014,1,1,1,1,,1,,,,,1,1,1,1,1,,1,1,,,,1,1,1,
1054,12/05/2014,,1,1,1,1,1,,,1,,,1,1,,1,1,1,1,,1,,,,1,1
1055,14/05/2014,1,1,1,,,,1,1,1,1,,1,1,1,,,,1,,,,1,1,1,1
1056,16/05/2014,,1,,1,1,1,,1,1,1,1,,,1,1,,,1,1,,1,1,1,,
1057,19/05/2014,1,,,1,,1,1,1,1,,1,,1,1,,1,,,1,1,1,,1,,1
1058,21/05/2014,,,,1,1,1,1,,1,,,1,1,,,1,1,1,,1,1,1,,1,1
1059,23/05/2014,1,1,1,,1,,1,1,,,1,,,1,1,1,,,1,1,1,1,,1,
1060,26/05/2014,1,1,,1,1,,1,1,,,,,1,1,1,1,1,,,1,1,1,1,,
1061,28/05/2014,,1,1,,1,,1,1,1,,,1,,1,1,1,,,1,,1,1,1,1,
1062,30/05/2014,,,1,1,1,,1,1,1,,1,,1,,1,1,1,,1,1,,,1,,1
1063,02/06/2014,,1,,,1,1,1,,,1,,1,1,1,1,1,,,,1,1,1,,1,1
1064,04/06/2014,,1,1,,,,1,1,1,1,1,,,1,1,1,,1,1,,1,,,1,1
1065,06/06/2014,,1,1,1,1,1,,,,,,1,,1,1,,1,,1,1,1,1,,1,1
1066,09/06/2014,,1,,1,1,1,,,,1,1,,,1,,1,1,1,1,,1,1,1,1,
1067,11/06/2014,1,1,1,1,1,,1,,,1,1,,1,1,1,,1,,,,1,1,,,1
1068,13/06/2014,,1,,,,1,1,,,1,1,,1,1,1,1,1,1,,1,1,1,,1,
1069,16/06/2014,1,,1,1,,,,1,,1,1,1,1,,1,1,1,,,,,1,1,1,1
1070,18/06/2014,,,,1,,,,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1
1071,20/06/2014,,1,1,1,1,1,,,,1,1,1,1,1,,1,1,,,,1,1,,1,
1072,23/06/2014,1,1,1,1,1,,1,,1,,,,1,1,1,,1,,,1,,1,1,,1
1073,25/06/2014,1,,1,1,1,1,1,,,,,,1,,,1,1,,1,1,1,1,1,1,
1074,27/06/2014,1,,,1,,,1,1,1,1,1,,1,,,,1,,,1,1,1,1,1,1
1075,30/06/2014,1,1,,,,1,,,1,1,,1,,,1,1,1,1,,,1,1,1,1,1
1076,02/07/2014,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,1
1077,04/07/2014,1,1,,,1,1,1,1,,1,,1,1,1,1,,,,1,1,1,,,1,
1078,07/07/2014,,1,,1,1,1,1,,1,1,1,,1,,,,1,1,,,1,,1,1,1
1079,09/07/2014,,,,,1,1,1,1,,,1,,1,1,1,1,1,,1,1,1,1,,1,
1080,11/07/2014,,1,1,,1,1,,,,1,1,1,,1,1,1,1,,,,1,1,1,,1
1081,14/07/2014,1,,,,1,1,1,,,1,,1,1,1,1,1,,1,1,,1,1,1,,
1082,16/07/2014,,,1,,,,1,,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,
1083,18/07/2014,1,1,1,1,,1,,,,,1,,1,,,1,1,1,,1,1,1,1,1,
1084,21/07/2014,1,1,1,1,1,1,1,,1,1,,,1,,,,1,1,,,1,,,1,1
1085,23/07/2014,,,1,,,1,1,1,1,1,,,,1,,1,,1,1,,1,1,1,1,1
1086,25/07/2014,,1,,1,1,,1,,,1,,1,1,,1,,1,1,1,,1,1,1,1,
1087,28/07/2014,,1,1,1,,1,,,1,,,1,1,,,1,1,1,1,1,1,,1,1,
1088,30/07/2014,1,1,1,,1,1,1,,1,1,,1,1,,,,,1,1,1,,1,1,,
1089,01/08/2014,,1,1,1,,1,,1,,,,1,1,1,1,1,,,1,,1,1,1,1,
1090,04/08/2014,,,1,,1,,,1,1,1,1,,1,1,1,,1,1,,1,1,1,,1,
1091,06/08/2014,,1,,1,1,1,1,,1,1,,1,1,1,,1,,,,1,,,1,1,1
1092,08/08/2014,,,,1,1,,,1,1,,1,1,1,1,1,,,1,1,1,,1,,1,1
1093,11/08/2014,1,1,,1,1,1,,,1,1,1,,1,,,,,1,,,1,1,1,1,1
1094,13/08/2014,1,1,1,1,1,1,,1,1,1,,1,,1,,1,,,1,,,1,,,1
1095,15/08/2014,,1,1,,1,1,1,,1,,,,,,1,1,1,1,,,1,1,1,1,1
1096,18/08/2014,1,1,,1,,,1,1,,1,,1,1,1,1,,,,,1,1,1,1,,1
1097,20/08/2014,,,,1,1,1,,,1,1,,1,,1,1,1,,1,1,1,,,1,1,1
1098,22/08/2014,,,1,1,1,,1,1,,1,1,1,,1,1,1,,1,,,,,1,1,1
1099,25/08/2014,,1,1,,,1,1,1,,,1,1,1,1,,1,,,,,1,1,1,1,1
1100,27/08/2014,,,,,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,,1,1,
1101,29/08/2014,1,1,1,,,1,,,1,1,1,,1,,1,,1,1,1,,,,1,1,1
1102,07/09/2014,,1,1,,1,1,,1,,,,1,,1,1,,,1,1,1,1,1,1,1,
1103,08/09/2014,,1,,1,1,,1,,1,1,1,1,,1,,1,,1,,1,1,1,,,1
1104,10/09/2014,,1,,,1,1,,1,1,,1,,1,1,1,1,,1,1,,1,1,1,,
1105,12/09/2014,1,1,,1,,1,1,,1,,1,,1,,1,,1,1,,1,,,1,1,1
1106,15/09/2014,,1,1,1,,,,,1,1,1,1,1,1,1,1,,,1,,1,,1,1,
1107,17/09/2014,1,1,,1,,,,1,1,1,1,1,,1,,1,,1,1,1,1,,,1,
1108,19/09/2014,1,1,,1,1,,1,1,1,,,1,1,1,,,1,,,,1,1,,1,1
1109,22/09/2014,1,,,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,1
1110,24/09/2014,1,1,1,1,,1,,,1,1,,,,,1,,1,1,1,1,,1,,1,1
1111,26/09/2014,,1,1,1,,1,,,1,,1,1,1,1,1,1,,,,,,1,1,1,1
1112,29/09/2014,1,1,1,,,1,1,1,,,,1,1,,1,1,1,1,,1,,1,,1,
1113,01/10/2014,1,,1,,,1,1,,1,,,1,1,1,1,,1,,1,1,,1,,1,1
1114,03/10/2014,1,1,1,1,1,1,,1,,1,1,1,,,1,,,1,1,1,,1,,,
1115,06/10/2014,,1,1,,,,1,1,1,1,1,1,,,,,1,1,,1,,1,1,1,1
1116,08/10/2014,1,1,1,1,1,1,,,1,,,1,,,1,,1,1,,,1,1,,1,1
1117,10/10/2014,1,1,1,,1,,1,1,,,1,1,1,1,1,1,,,1,,1,,1,,
1118,13/10/2014,1,1,,,1,1,,1,,1,1,,1,1,1,,,,,1,1,,1,1,1
1119,15/10/2014,1,1,1,,1,1,1,1,,1,,1,,1,1,,1,1,,1,,,1,,
1120,17/10/2014,,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,,,,,1,
1121,20/10/2014,1,1,,1,1,1,,1,1,,1,1,,,,,1,1,,1,,1,1,,1
1122,22/10/2014,,1,1,,,,1,,,1,1,1,1,1,,1,,,1,1,1,,1,1,1
1123,24/10/2014,,1,,1,,1,1,1,,1,1,,1,,1,1,1,,1,,,1,1,1,
1124,27/10/2014,1,,1,1,1,1,,1,,1,,1,1,,1,,,,1,,1,1,,1,1
1125,29/10/2014,1,,1,1,,1,,,1,,1,1,1,,1,1,1,1,,,1,1,,,1
1126,31/10/2014,,,1,,1,1,1,1,,,,1,1,,,1,1,1,1,,,1,1,1,1
1127,03/11/2014,1,,1,1,,1,,1,1,,1,,1,1,1,1,1,,,,,1,1,1,
